"","country","iso3c","year","GDP_pc_const2015","GDP_currentLCU","official_exchange","pop_tot","cpi","FDI_netinflow_share","trade_pct_GDP","income_tax_pct_all"
"1","COL","COL",2000,4003.98516870923,2.08531e+14,2087.91833333333,39215135,58.2170213748478,2.43950747934181,32.6670854693067,36.2921387648879
"2","COL","COL",2001,4007.52804904426,2.25851e+14,2299.89333333333,39837875,62.8543336684019,2.58851936306874,33.9011117949445,NA
"3","COL","COL",2002,4045.30674640602,2.45323e+14,2504.68083333333,40454050,66.8465312520415,2.17844751407948,32.9826392144234,NA
"4","COL","COL",2003,4142.00770230701,2.72345e+14,2877.54333333333,41057687,71.6125476364104,1.81783931129221,36.51618351723,NA
"5","COL","COL",2004,4301.03504166806,3.07762e+14,2628.36833333333,41648268,75.8405668110935,2.66083488771203,35.8634269337995,NA
"6","COL","COL",2005,4447.56681730383,3.37958e+14,2321.13166666667,42220940,79.6712887258717,7.02979401438226,37.422697494955,NA
"7","COL","COL",2006,4685.05458534514,381603999999999,2358.59460526316,42772910,83.0919146673645,4.17238510059527,39.6413559606294,NA
"8","COL","COL",2007,4939.11795636568,428505999999999,2077.81095833333,43306582,87.6988502025301,4.30867680626702,37.0988970982904,NA
"9","COL","COL",2008,5042.06114517198,476553999999999,1965.1375,43815313,93.835037858537,4.35627834630068,39.1676494164356,NA
"10","COL","COL",2009,5042.14495831618,501573999999999,2157.59833333333,44313917,97.7784709125731,3.45627065154006,35.1561285074586,NA
"11","COL","COL",2010,5209.73247012375,544059999999999,1898.9975,44816108,100,2.24433595561185,34.2646031687682,NA
"12","COL","COL",2011,5511.09985211242,6.19023e+14,1848.01666666667,45308899,103.415033447762,4.37269536127325,39.4704235545367,NA
"13","COL","COL",2012,5667.49875003951,666506999999999,1798.01166666667,45782417,106.692568055712,4.05728041313345,38.835151018669,NA
"14","COL","COL",2013,5899.76791918604,7.14093e+14,1868.895,46237930,108.844548877365,4.24252457969381,37.9866487978457,34.3549696605831
"15","COL","COL",2014,6107.08301924277,762902999999999,2001.105,46677947,111.999775887943,4.24107256687865,37.4874656411104,44.8547147202225
"16","COL","COL",2015,6228.65162110371,804691999999999,2741.78166666667,47119728,117.588375602645,3.95939854860997,38.3607641184454,43.9469849220073
"17","COL","COL",2016,6291.0796974505,863781999999999,3055.255,47625955,126.423331457792,4.90164572903473,36.2026529842021,44.3516724055387
"18","COL","COL",2017,6280.89105010627,920470999999999,2951.48691120161,48351671,131.877630006754,4.39318232765433,35.2829149424588,47.9643976133963
"19","COL","COL",2018,6320.99074680751,987790999999999,2955.70396997842,49276961,136.151216036968,3.38083573220192,36.5347527968974,49.2177009120591
"20","COL","COL",2019,6404.10876497266,1.060068e+15,3281.62219381788,50187406,140.94784969246,4.33058240931506,37.558533980839,43.4422630621658
"21","COL","COL",2020,5857.17255605459,998470999999999,3693.27583333333,50930662,144.509087395731,2.75889428953141,34.0555709680101,44.9187173167943
"22","COL","COL",2021,6416.00840958458,1.192634e+15,3744.24416666667,51516562,149.559763199866,3.00175693787234,40.0591463936128,43.405473030747
